codigo_articulo_proveedor,tipo_repuesto_id,valor,marca_id,fecha_costo,estado_id
TC-512-MG 0M,38,2493,4,2020-07-23,1
TC-512-20 1M,38,1821,4,2020-07-23,1
TC-512-MG 1M,38,2493,4,2020-07-23,1
TC-512-20 2M,38,1821,4,2020-07-23,1
TC-512-MG 2M,38,2493,4,2020-07-23,1
TC-512-20 3M,38,1821,4,2020-07-23,1
TC-512-MG 3M,38,2493,4,2020-07-23,1
TC-512-20 4M,38,1821,4,2020-07-23,1
TC-512-MG 4M,38,2493,4,2020-07-23,1
TC-512-20 5M,38,1821,4,2020-07-23,1
TC-512-MG 5M,38,2493,4,2020-07-23,1
TC-512-20 6M,38,1821,4,2020-07-23,1
TC-512-MG 6M,38,2493,4,2020-07-23,1
TC-524-15,38,1344,4,2020-07-23,1
TC-525-15,38,911,4,2020-07-23,1
TC-525-18,38,1539,4,2020-07-23,1
TC-597-15,38,867,4,2020-07-23,1
TC-597-MG,38,1713,4,2020-07-23,1
TC-614-15,38,954,4,2020-07-23,1
TC-703-15,38,889,4,2020-07-23,1
TC-703-MG,38,1279,4,2020-07-23,1
TC-704-07,38,2927,4,2020-07-23,1
TC-705-15,38,1366,4,2020-07-23,1
TC-705-18,38,2320,4,2020-07-23,1
TC-706-11,38,3209,4,2020-07-23,1
TC-712-15,38,1236,4,2020-07-23,1
TC-712-18,38,2103,4,2020-07-23,1
TC-795-11,38,1279,4,2020-07-23,1
TC-806-11,38,3361,4,2020-07-23,1
TC-882-MG 0M,38,2428,4,2020-07-23,1
TC-882-MG 1M,38,2428,4,2020-07-23,1
TC-882-MG 2M,38,2428,4,2020-07-23,1
TC-896-15,38,1409,4,2020-07-23,1
TC-905-20 0M,38,2428,4,2020-07-23,1
TC-905-MG 0M,38,3708,4,2020-07-23,1
TC-905-20 1M,38,2428,4,2020-07-23,1
TC-905-MG 1M,38,3708,4,2020-07-23,1
TC-905-20 2M,38,2428,4,2020-07-23,1
TC-905-MG 2M,38,3708,4,2020-07-23,1
TC-905-20 3M,38,2428,4,2020-07-23,1
TC-905-MG 3M,38,3708,4,2020-07-23,1
TC-905-20 4M,38,2428,4,2020-07-23,1
TC-905-MG 4M,38,3708,4,2020-07-23,1
TC-905-20 5M,38,2428,4,2020-07-23,1
TC-905-MG 5M,38,3708,4,2020-07-23,1
TC-933-07,38,2125,4,2020-07-23,1
TC-957-15,38,867,4,2020-07-23,1
TC-957-MG,38,1366,4,2020-07-23,1
TC-109-15,38,1171,4,2020-07-23,1
TC-589-15,38,1344,4,2020-07-23,1
TC-589-MG,38,1778,4,2020-07-23,1
TC-612-15,38,1171,4,2020-07-23,1
TC-795-15,38,1062,4,2020-07-23,1
TC-795-MG,38,2428,4,2020-07-23,1
TC-796-15,38,1301,4,2020-07-23,1
TC-796-MG,38,2428,4,2020-07-23,1
TC-552-15,38,1344,4,2020-07-23,1
TC-552-MG,38,1778,4,2020-07-23,1
TC-140-15,38,1171,4,2020-07-23,1
TC-729-15,38,1171,4,2020-07-23,1
TC-655-20 1M,38,8824,4,2020-07-23,1
TC-655-20 2M,38,8824,4,2020-07-23,1
TC-655-20 3M,38,8824,4,2020-07-23,1
TC-449-06,38,2797,4,2020-07-23,1
TC-451-20,38,1843,4,2020-07-23,1
TC-458-06,38,1669,4,2020-07-23,1
TC-640-06,38,1669,4,2020-07-23,1
TC-575-17,38,2623,4,2020-07-23,1
TC-576-17,38,3079,4,2020-07-23,1
TC-577-20,38,3491,4,2020-07-23,1
TC-585-07,38,10602,4,2020-07-23,1
TC-586-07,38,10602,4,2020-07-23,1
TC-723-07,38,8759,4,2020-07-23,1
TC-724-07,38,8759,4,2020-07-23,1
TC-738-07,38,2146,4,2020-07-23,1
TC-739-07,38,2385,4,2020-07-23,1
TC-740-07,38,5485,4,2020-07-23,1
TC-772-07,38,2558,4,2020-07-23,1
TC-106-15,38,1041,4,2020-07-23,1
TC-118-15,38,1041,4,2020-07-23,1
TC-732-07,38,455,4,2020-07-23,1
TC-732-15,38,846,4,2020-07-23,1
TC-111-06,38,2645,4,2020-07-23,1
TC-124-07,38,824,4,2020-07-23,1
TC-447-06,38,889,4,2020-07-23,1
TC-582-06,38,2645,4,2020-07-23,1
TC-613-07,38,715,4,2020-07-23,1
TC-613-15,38,997,4,2020-07-23,1
TC-843-07,38,932,4,2020-07-23,1
TC-541-06,38,1865,4,2020-07-23,1
TC-488-07,38,867,4,2020-07-23,1
TC-182-11,38,650,4,2020-07-23,1
TC-184-15,38,1041,4,2020-07-23,1
TC-548-01,38,1561,4,2020-07-23,1
TC-559-01,38,1561,4,2020-07-23,1
TC-188-05,38,3491,4,2020-07-23,1
TC-190-05,38,3491,4,2020-07-23,1
TC-191-05,38,3491,4,2020-07-23,1
TC-192-15,38,976,4,2020-07-23,1
TC-192-18,38,1669,4,2020-07-23,1
TC-199-05,38,2298,4,2020-07-23,1
TC-206-15,38,1062,4,2020-07-23,1
TC-208-15,38,737,4,2020-07-23,1
TC-208-18,38,1258,4,2020-07-23,1
TC-209-15,38,781,4,2020-07-23,1
TC-209-18,38,1323,4,2020-07-23,1
TC-210-15,38,1171,4,2020-07-23,1
TC-210-18,38,1995,4,2020-07-23,1
TC-211-15,38,1171,4,2020-07-23,1
TC-211-18,38,1995,4,2020-07-23,1
TC-216-20,38,867,4,2020-07-23,1
TC-218-02,38,1626,4,2020-07-23,1
TC-219-02,38,3339,4,2020-07-23,1
TC-220-02,38,3751,4,2020-07-23,1
TC-220-20,38,2645,4,2020-07-23,1
TC-222-02,38,4271,4,2020-07-23,1
TC-222-20,38,2797,4,2020-07-23,1
TC-223-02,38,4271,4,2020-07-23,1
TC-223-20,38,2797,4,2020-07-23,1
TC-224-02,38,2645,4,2020-07-23,1
TC-224-20,38,1778,4,2020-07-23,1
TC-225-02,38,3252,4,2020-07-23,1
TC-225-20,38,2645,4,2020-07-23,1
TC-226-02,38,5334,4,2020-07-23,1
TC-226-20,38,3491,4,2020-07-23,1
TC-228-02,38,4206,4,2020-07-23,1
TC-228-11,38,5073,4,2020-07-23,1
TC-232-20,38,4228,4,2020-07-23,1
TC-405-15,38,867,4,2020-07-23,1
TC-405-18,38,1474,4,2020-07-23,1
TC-440-15,38,781,4,2020-07-23,1
TC-608-20 0M,38,1431,4,2020-07-23,1
TC-608-20 1M,38,1431,4,2020-07-23,1
TC-608-20 2M,38,1431,4,2020-07-23,1
TC-608-20 3M,38,1431,4,2020-07-23,1
TC-608-20 4M,38,1431,4,2020-07-23,1
TC-448-15,38,1258,4,2020-07-23,1
TC-448-18,38,2146,4,2020-07-23,1
TC-448-MG,38,1886,4,2020-07-23,1
TC-454-15,38,802,4,2020-07-23,1
TC-454-18,38,1366,4,2020-07-23,1
TC-455-15,38,1344,4,2020-07-23,1
TC-504-15,38,1279,4,2020-07-23,1
TC-528-02,38,4271,4,2020-07-23,1
TC-534-15,38,954,4,2020-07-23,1
TC-535-15,38,954,4,2020-07-23,1
TC-535-18,38,1626,4,2020-07-23,1
TC-536-15,38,1279,4,2020-07-23,1
TC-536-18,38,2168,4,2020-07-23,1
TC-537-15,38,1062,4,2020-07-23,1
TC-615-20 0M,38,1453,4,2020-07-23,1
TC-615-MG 0M,38,2385,4,2020-07-23,1
TC-615-20 1M,38,1453,4,2020-07-23,1
TC-615-MG 1M,38,2385,4,2020-07-23,1
TC-615-20 2M,38,1453,4,2020-07-23,1
TC-615-MG 2M,38,2385,4,2020-07-23,1
TC-615-20 3M,38,1453,4,2020-07-23,1
TC-615-MG 3M,38,2385,4,2020-07-23,1
TC-615-20 4M,38,1453,4,2020-07-23,1
TC-615-MG 4M,38,2385,4,2020-07-23,1
TC-617-15,38,1323,4,2020-07-23,1
TC-617-18,38,2255,4,2020-07-23,1
TC-618-15,38,1323,4,2020-07-23,1
TC-618-18,38,2255,4,2020-07-23,1
TC-694-20 2M,38,2298,4,2020-07-23,1
TC-694-MG 2M,38,3209,4,2020-07-23,1
TC-694-20 1M,38,2298,4,2020-07-23,1
TC-694-MG 1M,38,3209,4,2020-07-23,1
TC-694-20 3M,38,2298,4,2020-07-23,1
TC-694-MG 3M,38,3209,4,2020-07-23,1
TC-725-15,38,1171,4,2020-07-23,1
TC-725-18,38,1995,4,2020-07-23,1
TC-725-MG,38,1930,4,2020-07-23,1
TC-726-15,38,1192,4,2020-07-23,1
TC-726-18,38,2038,4,2020-07-23,1
TC-726-MG,38,1930,4,2020-07-23,1
TC-899-15,38,1778,4,2020-07-23,1
TC-922-20 1M,38,2298,4,2020-07-23,1
TC-922-MG 1M,38,3209,4,2020-07-23,1
TC-922-20 2M,38,2298,4,2020-07-23,1
TC-922-MG 2M,38,3209,4,2020-07-23,1
TC-922-20 3M,38,2298,4,2020-07-23,1
TC-922-MG 3M,38,3209,4,2020-07-23,1
TC-934-07,38,2558,4,2020-07-23,1
TC-934-11,38,3751,4,2020-07-23,1
TC-935-07,38,2558,4,2020-07-23,1
TC-935-11,38,3751,4,2020-07-23,1
TC-423-17,38,3339,4,2020-07-23,1
TC-898-20 0M,38,2298,4,2020-07-23,1
TC-898-MG 0M,38,3209,4,2020-07-23,1
TC-898-20 1M,38,2298,4,2020-07-23,1
TC-898-MG 1M,38,3209,4,2020-07-23,1
TC-898-20 2M,38,2298,4,2020-07-23,1
TC-898-MG 2M,38,3209,4,2020-07-23,1
TC-908-20 1M,38,2298,4,2020-07-23,1
TC-908-MG 1M,38,3209,4,2020-07-23,1
TC-908-20 2M,38,2298,4,2020-07-23,1
TC-908-MG 2M,38,3209,4,2020-07-23,1
TC-908-20 3M,38,2298,4,2020-07-23,1
TC-908-MG 3M,38,3209,4,2020-07-23,1
TC-823-20 0M,38,2298,4,2020-07-23,1
TC-823-MG 0M,38,3209,4,2020-07-23,1
TC-823-20 1M,38,2298,4,2020-07-23,1
TC-823-MG 1M,38,3209,4,2020-07-23,1
TC-823-20 2M,38,2298,4,2020-07-23,1
TC-823-MG 2M,38,3209,4,2020-07-23,1
TC-823-20 3M,38,2298,4,2020-07-23,1
TC-823-MG 3M,38,3209,4,2020-07-23,1
TC-201-20,38,1886,4,2020-07-23,1
TC-201-MG,38,3209,4,2020-07-23,1
TC-233-05,38,1865,4,2020-07-23,1
TC-234-05,38,1626,4,2020-07-23,1
TC-236-01,38,3209,4,2020-07-23,1
TC-238-05,38,3209,4,2020-07-23,1
TC-250-15,38,1192,4,2020-07-23,1
TC-256-15,38,1344,4,2020-07-23,1
TC-263-20 1M,38,1735,4,2020-07-23,1
TC-263-MG 1M,38,2580,4,2020-07-23,1
TC-263-20 2M,38,1735,4,2020-07-23,1
TC-263-MG 2M,38,2580,4,2020-07-23,1
TC-263-20 3M,38,1735,4,2020-07-23,1
TC-263-MG 3M,38,2580,4,2020-07-23,1
TC-263-20 4M,38,1735,4,2020-07-23,1
TC-263-MG 4M,38,2580,4,2020-07-23,1
TC-419-15,38,2602,4,2020-07-23,1
TC-420-15,38,2602,4,2020-07-23,1
TC-421-15,38,1062,4,2020-07-23,1
TC-426-15,38,1344,4,2020-07-23,1
TC-439-06,38,1626,4,2020-07-23,1
TC-453-15,38,1344,4,2020-07-23,1
TC-465-07,38,1735,4,2020-07-23,1
TC-465-15,38,1192,4,2020-07-23,1
TC-530-15,38,911,4,2020-07-23,1
TC-530-18,38,1539,4,2020-07-23,1
TC-543-15,38,1778,4,2020-07-23,1
TC-596-15,38,1171,4,2020-07-23,1
TC-623-15,38,1323,4,2020-07-23,1
TC-629-11,38,4011,4,2020-07-23,1
TC-629-15,38,1474,4,2020-07-23,1
TC-629-18,38,2515,4,2020-07-23,1
TC-630-11,38,4011,4,2020-07-23,1
TC-630-15,38,1474,4,2020-07-23,1
TC-630-18,38,2515,4,2020-07-23,1
TC-637-20 1M,38,1821,4,2020-07-23,1
TC-637-MG 1M,38,2645,4,2020-07-23,1
TC-637-20 2M,38,1821,4,2020-07-23,1
TC-637-MG 2M,38,2645,4,2020-07-23,1
TC-637-20 3M,38,1821,4,2020-07-23,1
TC-637-MG 3M,38,2645,4,2020-07-23,1
TC-637-20 4M,38,1821,4,2020-07-23,1
TC-637-MG 4M,38,2645,4,2020-07-23,1
TC-647-15,38,1344,4,2020-07-23,1
TC-698-07,38,2602,4,2020-07-23,1
TC-699-07,38,2602,4,2020-07-23,1
TC-701-07,38,1843,4,2020-07-23,1
TC-702-07,38,2016,4,2020-07-23,1
TC-708-07,38,2927,4,2020-07-23,1
TC-727-15,38,1323,4,2020-07-23,1
TC-727-18,38,2255,4,2020-07-23,1
TC-727-MG,38,2407,4,2020-07-23,1
TC-728-15,38,1214,4,2020-07-23,1
TC-728-18,38,2060,4,2020-07-23,1
TC-728-MG,38,2146,4,2020-07-23,1
TC-741-07,38,1453,4,2020-07-23,1
TC-742-07,38,1843,4,2020-07-23,1
TC-744-07,38,2190,4,2020-07-23,1
TC-807-11,38,1778,4,2020-07-23,1
TC-807-15,38,1388,4,2020-07-23,1
TC-807-MG,38,2558,4,2020-07-23,1
TC-808-15,38,1388,4,2020-07-23,1
TC-808-MG,38,2558,4,2020-07-23,1
TC-897-15,38,1236,4,2020-07-23,1
TC-906-11,38,4011,4,2020-07-23,1
TC-906-15,38,1735,4,2020-07-23,1
TC-906-MG,38,2558,4,2020-07-23,1
TC-936-07,38,2797,4,2020-07-23,1
TC-936-15,38,1019,4,2020-07-23,1
TC-936-MG,38,1735,4,2020-07-23,1
TC-956-15,38,1019,4,2020-07-23,1
TC-956-MG,38,1735,4,2020-07-23,1
TC-885-20 1M,38,1995,4,2020-07-23,1
TC-885-MG 1M,38,2797,4,2020-07-23,1
TC-885-20 2M,38,1995,4,2020-07-23,1
TC-885-MG 2M,38,2797,4,2020-07-23,1
TC-885-20 3M,38,1995,4,2020-07-23,1
TC-885-MG 3M,38,2797,4,2020-07-23,1
TC-885-20 4M,38,1995,4,2020-07-23,1
TC-885-MG 4M,38,2797,4,2020-07-23,1
TC-885-20 5M,38,1995,4,2020-07-23,1
TC-885-MG 5M,38,2797,4,2020-07-23,1
TC-892-20 1M,38,1951,4,2020-07-23,1
TC-892-MG 1M,38,2645,4,2020-07-23,1
TC-892-20 2M,38,1951,4,2020-07-23,1
TC-892-MG 2M,38,2645,4,2020-07-23,1
TC-892-20 3M,38,1951,4,2020-07-23,1
TC-892-MG 3M,38,2645,4,2020-07-23,1
TC-892-20 4M,38,1951,4,2020-07-23,1
TC-892-MG 4M,38,2645,4,2020-07-23,1
TC-892-20 5M,38,1951,4,2020-07-23,1
TC-892-MG 5M,38,2645,4,2020-07-23,1
TC-324-11,38,1735,4,2020-07-23,1
TC-600-15,38,1279,4,2020-07-23,1
TC-600-18,38,2168,4,2020-07-23,1
TC-719-15,38,1236,4,2020-07-23,1
TC-268-15,38,1518,4,2020-07-23,1
TC-269-02,38,5616,4,2020-07-23,1
TC-269-15,38,1843,4,2020-07-23,1
TC-348-07,38,759,4,2020-07-23,1
TC-349-07,38,1735,4,2020-07-23,1
TC-349-11,38,1735,4,2020-07-23,1
TC-350-11,38,1366,4,2020-07-23,1
TC-360-07,38,2298,4,2020-07-23,1
TC-383-11,38,1735,4,2020-07-23,1
TC-416-11,38,1735,4,2020-07-23,1
TC-416-15,38,997,4,2020-07-23,1
TC-416-MG,38,2125,4,2020-07-23,1
TC-516-11,38,1735,4,2020-07-23,1
TC-516-15,38,997,4,2020-07-23,1
TC-516-MG,38,2125,4,2020-07-23,1
TC-517-07,38,997,4,2020-07-23,1
TC-560-06,38,911,4,2020-07-23,1
TC-798-11,38,1366,4,2020-07-23,1
TC-826-07,38,1062,4,2020-07-23,1
TC-837-07,38,997,4,2020-07-23,1
TC-838-07,38,759,4,2020-07-23,1
TC-937-07,38,2472,4,2020-07-23,1
TC-938-07,38,2472,4,2020-07-23,1
TC-938-11,38,3187,4,2020-07-23,1
TC-145-06,38,2125,4,2020-07-23,1
TC-351-11,38,1735,4,2020-07-23,1
TC-781-11,38,1344,4,2020-07-23,1
TC-781-15,38,1474,4,2020-07-23,1
TC-782-15,38,1344,4,2020-07-23,1
TC-825-20 1M,38,2580,4,2020-07-23,1
TC-825-MG 1M,38,3491,4,2020-07-23,1
TC-918-07,38,2298,4,2020-07-23,1
TC-940-07,38,3491,4,2020-07-23,1
TC-945-07,38,3491,4,2020-07-23,1
TC-321-11,38,1214,4,2020-07-23,1
TC-329-11,38,1474,4,2020-07-23,1
TC-330-11,38,1474,4,2020-07-23,1
TC-958-15,38,1192,4,2020-07-23,1
TC-564-06,38,2927,4,2020-07-23,1
TC-116-15,38,1323,4,2020-07-23,1
TC-129-15,38,1626,4,2020-07-23,1
TC-385-11,38,3751,4,2020-07-23,1
TC-386-11,38,3751,4,2020-07-23,1
TC-387-11,38,3339,4,2020-07-23,1
TC-388-11,38,4141,4,2020-07-23,1
TC-389-11,38,2558,4,2020-07-23,1
TC-390-11,38,4141,4,2020-07-23,1
TC-391-07,38,1192,4,2020-07-23,1
TC-393-07,38,824,4,2020-07-23,1
TC-569-07,38,2558,4,2020-07-23,1
TC-687-20 1M,38,2970,4,2020-07-23,1
TC-687-20 2M,38,2970,4,2020-07-23,1
TC-687-20 3M,38,2970,4,2020-07-23,1
TC-736-11,38,1735,4,2020-07-23,1
TC-866-07,38,1843,4,2020-07-23,1
TC-130-20 0M,38,2233,4,2020-07-23,1
TC-130-MG 0M,38,3100,4,2020-07-23,1
TC-130-20 1M,38,2233,4,2020-07-23,1
TC-130-MG 1M,38,3100,4,2020-07-23,1
TC-467-15,38,1539,4,2020-07-23,1
TC-731-07,38,889,4,2020-07-23,1
TC-736-07,38,2840,4,2020-07-23,1
TC-602-20 1M,38,1735,4,2020-07-23,1
TC-602-MG 1M,38,3144,4,2020-07-23,1
TC-602-20 2M,38,1735,4,2020-07-23,1
TC-602-MG 2M,38,3144,4,2020-07-23,1
TC-602-20 3M,38,1735,4,2020-07-23,1
TC-602-MG 3M,38,3144,4,2020-07-23,1
TC-746-07,38,5073,4,2020-07-23,1
TC-299-05,38,1800,4,2020-07-23,1
TC-301-02,38,3339,4,2020-07-23,1
TC-301-05,38,1561,4,2020-07-23,1
TC-944-07,38,15004,4,2020-07-23,1
TC-172-03,38,5616,4,2020-07-23,1
TC-406-20,38,1951,4,2020-07-23,1
TC-407-20,38,2298,4,2020-07-23,1
TC-408-20,38,3361,4,2020-07-23,1
TC-431-20,38,3209,4,2020-07-23,1
TC-436-20,38,2298,4,2020-07-23,1
TC-462-20,38,1951,4,2020-07-23,1
TC-700-20,38,1821,4,2020-07-23,1
TC-754-11,38,3209,4,2020-07-23,1
TC-754-20,38,2645,4,2020-07-23,1
TC-754-MG,38,3708,4,2020-07-23,1
TC-836-20,38,2645,4,2020-07-23,1
TC-913-07,38,2298,4,2020-07-23,1
TC-123-15,38,1561,4,2020-07-23,1
TC-542-15,38,1561,4,2020-07-23,1
TC-309-01,38,1735,4,2020-07-23,1
TC-309-15,38,1062,4,2020-07-23,1
TC-320-20,38,1561,4,2020-07-23,1
TC-322-20,38,1236,4,2020-07-23,1
TC-325-20,38,2623,4,2020-07-23,1
TC-327-20,38,1865,4,2020-07-23,1
TC-328-20,38,1886,4,2020-07-23,1
TC-427-20,38,2146,4,2020-07-23,1
TC-430-20,38,1691,4,2020-07-23,1
TC-442-20,38,1691,4,2020-07-23,1
TC-711-17,38,4250,4,2020-07-23,1
TC-713-17,38,3621,4,2020-07-23,1
TC-714-07,38,1843,4,2020-07-23,1
TC-715-07,38,1496,4,2020-07-23,1
TC-717-17,38,715,4,2020-07-23,1
TC-747-07,38,824,4,2020-07-23,1
TC-762-07,38,1843,4,2020-07-23,1
TC-774-07,38,3209,4,2020-07-23,1
TC-775-07,38,2125,4,2020-07-23,1
TC-827-07,38,1496,4,2020-07-23,1
TC-828-07,38,1561,4,2020-07-23,1
TC-829-07,38,2428,4,2020-07-23,1
TC-830-07,38,889,4,2020-07-23,1
TC-867-07,38,28641,4,2020-07-23,1
TC-901-20 1M,38,2645,4,2020-07-23,1
TC-901-MG 1M,38,3903,4,2020-07-23,1
TC-901-20 2M,38,2645,4,2020-07-23,1
TC-901-MG 2M,38,3903,4,2020-07-23,1
TC-902-20,38,2645,4,2020-07-23,1
TC-902-MG,38,3903,4,2020-07-23,1
TC-910-07,38,3382,4,2020-07-23,1
TC-946-07,38,4380,4,2020-07-23,1
TC-947-17,38,11383,4,2020-07-23,1
TC-948-17,38,14310,4,2020-07-23,1
TC-707-11,38,7697,4,2020-07-23,1
TC-716-11,38,8976,4,2020-07-23,1
TC-379-20,38,499,4,2020-07-23,1
TC-520-20,38,564,4,2020-07-23,1
TC-658-20 0M,38,2472,4,2020-07-23,1
TC-658-MG 0M,38,3209,4,2020-07-23,1
TC-658-20 1M,38,2472,4,2020-07-23,1
TC-658-MG 1M,38,3209,4,2020-07-23,1
TC-659-20 0M,38,3491,4,2020-07-23,1
TC-659-20 1M,38,3491,4,2020-07-23,1
TC-691-20,38,889,4,2020-07-23,1
TC-868-20,38,1258,4,2020-07-23,1
TC-879-11,38,3339,4,2020-07-23,1
TC-628-20 1M,38,1865,4,2020-07-23,1
TC-628-MG 1M,38,3317,4,2020-07-23,1
TC-628-20 2M,38,1865,4,2020-07-23,1
TC-628-MG 2M,38,3317,4,2020-07-23,1
TC-628-20 3M,38,1865,4,2020-07-23,1
TC-628-MG 3M,38,3317,4,2020-07-23,1
TC-628-20 4M,38,1865,4,2020-07-23,1
TC-628-MG 4M,38,3317,4,2020-07-23,1
TC-793-20 1M,38,2190,4,2020-07-23,1
TC-793-MG 1M,38,3317,4,2020-07-23,1
TC-793-20 2M,38,2190,4,2020-07-23,1
TC-793-MG 2M,38,3317,4,2020-07-23,1
TC-793-20 3M,38,2190,4,2020-07-23,1
TC-793-MG 3M,38,3317,4,2020-07-23,1
TC-793-20 4M,38,2190,4,2020-07-23,1
TC-793-MG 4M,38,3317,4,2020-07-23,1
TC-888-20 1M,38,1843,4,2020-07-23,1
TC-888-MG 1M,38,2645,4,2020-07-23,1
TC-888-20 2M,38,1843,4,2020-07-23,1
TC-888-MG 2M,38,2645,4,2020-07-23,1
TC-888-20 3M,38,1843,4,2020-07-23,1
TC-888-MG 3M,38,2645,4,2020-07-23,1
TC-888-20 4M,38,1843,4,2020-07-23,1
TC-888-MG 4M,38,2645,4,2020-07-23,1
TC-323-11,38,1366,4,2020-07-23,1
TC-340-20,38,1778,4,2020-07-23,1
TC-340-MG,38,3209,4,2020-07-23,1
TC-495-07,38,1366,4,2020-07-23,1
TC-496-15,38,1453,4,2020-07-23,1
TC-794-15,38,1323,4,2020-07-23,1
TC-813-20,38,2233,4,2020-07-23,1
TC-813-MG,38,3339,4,2020-07-23,1
TC-831-07,38,1951,4,2020-07-23,1
TC-756-07,38,1171,4,2020-07-23,1
TC-471-15,38,1366,4,2020-07-23,1
TC-737-07,38,889,4,2020-07-23,1
TC-119-06,38,3209,4,2020-07-23,1
TC-120-20,38,1951,4,2020-07-23,1
TC-755-07,38,1062,4,2020-07-23,1
TC-812-15,38,1453,4,2020-07-23,1
TC-844-07,38,1409,4,2020-07-23,1
TC-735-07,38,781,4,2020-07-23,1
TC-115-07,38,1409,4,2020-07-23,1
TC-326-07,38,4011,4,2020-07-23,1
TC-441-20 2M,38,2558,4,2020-07-23,1
TC-441-MG 2M,38,4011,4,2020-07-23,1
TC-441-20 3M,38,2558,4,2020-07-23,1
TC-441-MG 3M,38,4011,4,2020-07-23,1
TC-441-20 4M,38,2558,4,2020-07-23,1
TC-441-MG 4M,38,4011,4,2020-07-23,1
TC-441-20 5M,38,2558,4,2020-07-23,1
TC-441-MG 5M,38,4011,4,2020-07-23,1
TC-441-20 6M,38,2558,4,2020-07-23,1
TC-441-MG 6M,38,4011,4,2020-07-23,1
TC-441-20 7M,38,2558,4,2020-07-23,1
TC-441-MG 7M,38,4011,4,2020-07-23,1
TC-472-07,38,1171,4,2020-07-23,1
TC-473-07,38,1171,4,2020-07-23,1
TC-485-06,38,1236,4,2020-07-23,1
TC-678-07,38,2472,4,2020-07-23,1
TC-678-11,38,1366,4,2020-07-23,1
TC-757-07,38,1171,4,2020-07-23,1
TC-811-15,38,2277,4,2020-07-23,1
TC-832-07,38,1474,4,2020-07-23,1
TC-833-07,38,1409,4,2020-07-23,1
TC-834-07,38,781,4,2020-07-23,1
TC-878-15,38,1453,4,2020-07-23,1
TC-916-20 2M,38,2927,4,2020-07-23,1
TC-916-20 3M,38,2927,4,2020-07-23,1
TC-916-20 4M,38,2927,4,2020-07-23,1
TC-949-07,38,5616,4,2020-07-23,1
TC-482-15,38,1453,4,2020-07-23,1
TC-110-20,38,2146,4,2020-07-23,1
TC-110-MG,38,3491,4,2020-07-23,1
TC-127-20 0M,38,1800,4,2020-07-23,1
TC-127-20 1M,38,1800,4,2020-07-23,1
TC-127-20 2M,38,1800,4,2020-07-23,1
TC-163-20 1M,38,1800,4,2020-07-23,1
TC-163-MG 1M,38,2797,4,2020-07-23,1
TC-163-20 2M,38,1800,4,2020-07-23,1
TC-163-MG 2M,38,2797,4,2020-07-23,1
TC-163-20 3M,38,1800,4,2020-07-23,1
TC-163-MG 3M,38,2797,4,2020-07-23,1
TC-282-20 1M,38,2580,4,2020-07-23,1
TC-282-MG 1M,38,4141,4,2020-07-23,1
TC-282-20 2M,38,2580,4,2020-07-23,1
TC-282-MG 2M,38,4141,4,2020-07-23,1
TC-282-20 3M,38,2580,4,2020-07-23,1
TC-282-MG 3M,38,4141,4,2020-07-23,1
TC-336-11,38,2580,4,2020-07-23,1
TC-337-07,38,2298,4,2020-07-23,1
TC-337-11,38,2298,4,2020-07-23,1
TC-384-11,38,1735,4,2020-07-23,1
TC-489-07,38,1409,4,2020-07-23,1
TC-544-06,38,2927,4,2020-07-23,1
TC-545-07,38,1930,4,2020-07-23,1
TC-546-06,38,2927,4,2020-07-23,1
